tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
720,8/21/2015 06:39:41,8/21/2015 06:51:42,301,E 2 St & Avenue B,40.72217444,-73.98368779,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,23035,Subscriber,1986.0,1
766,8/21/2015 06:41:12,8/21/2015 06:53:58,301,E 2 St & Avenue B,40.72217444,-73.98368779,168,W 18 St & 6 Ave,40.73971301,-73.99456405,17228,Subscriber,1990.0,2
1111,8/21/2015 06:55:14,8/21/2015 07:13:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,14955,Subscriber,1976.0,1
278,8/21/2015 07:11:47,8/21/2015 07:16:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,403,E 2 St & 2 Ave,40.72502876,-73.99069656,22012,Subscriber,1982.0,1
1019,8/21/2015 07:14:06,8/21/2015 07:31:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,337,Old Slip & Front St,40.703799200000006,-74.00838676,18291,Subscriber,1988.0,1
1169,8/21/2015 07:28:24,8/21/2015 07:47:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,505,6 Ave & W 33 St,40.74901271,-73.98848395,19494,Customer,,0
660,8/21/2015 07:28:29,8/21/2015 07:39:29,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17292,Subscriber,1991.0,1
1123,8/21/2015 07:39:13,8/21/2015 07:57:57,301,E 2 St & Avenue B,40.72217444,-73.98368779,505,6 Ave & W 33 St,40.74901271,-73.98848395,17265,Subscriber,1988.0,1
436,8/21/2015 07:41:56,8/21/2015 07:49:13,301,E 2 St & Avenue B,40.72217444,-73.98368779,251,Mott St & Prince St,40.72317958,-73.99480012,14891,Subscriber,1992.0,2
1372,8/21/2015 07:48:24,8/21/2015 08:11:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,477,W 41 St & 8 Ave,40.75640548,-73.9900262,17653,Subscriber,1990.0,2
730,8/21/2015 07:56:25,8/21/2015 08:08:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,475,E 16 St & Irving Pl,40.73524276,-73.98758561,19308,Subscriber,1983.0,1
1110,8/21/2015 08:13:07,8/21/2015 08:31:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,517,Pershing Square South,40.751581,-73.97791,19814,Subscriber,1984.0,1
958,8/21/2015 08:13:32,8/21/2015 08:29:30,301,E 2 St & Avenue B,40.72217444,-73.98368779,224,Spruce St & Nassau St,40.71146364,-74.00552427,19465,Subscriber,1981.0,1
173,8/21/2015 08:14:15,8/21/2015 08:17:09,301,E 2 St & Avenue B,40.72217444,-73.98368779,428,E 3 St & 1 Ave,40.72467721,-73.98783413,16200,Subscriber,1990.0,2
916,8/21/2015 08:18:35,8/21/2015 08:33:52,301,E 2 St & Avenue B,40.72217444,-73.98368779,315,South St & Gouverneur Ln,40.70355377,-74.00670227,18241,Subscriber,1991.0,2
438,8/21/2015 08:18:46,8/21/2015 08:26:05,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,19412,Subscriber,1967.0,1
419,8/21/2015 08:22:13,8/21/2015 08:29:13,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,20008,Subscriber,1989.0,1
1223,8/21/2015 08:22:54,8/21/2015 08:43:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,15030,Subscriber,1979.0,1
652,8/21/2015 08:29:01,8/21/2015 08:39:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,21191,Subscriber,1990.0,1
891,8/21/2015 08:34:04,8/21/2015 08:48:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,496,E 16 St & 5 Ave,40.73726186,-73.99238967,19895,Subscriber,1987.0,1
511,8/21/2015 08:35:24,8/21/2015 08:43:55,301,E 2 St & Avenue B,40.72217444,-73.98368779,294,Washington Square E,40.73049393,-73.99572140000001,17714,Subscriber,1988.0,1
566,8/21/2015 08:41:09,8/21/2015 08:50:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,14583,Subscriber,1972.0,1
667,8/21/2015 08:44:14,8/21/2015 08:55:21,301,E 2 St & Avenue B,40.72217444,-73.98368779,351,Front St & Maiden Ln,40.70530954,-74.00612572,23486,Subscriber,1990.0,1
404,8/21/2015 08:48:07,8/21/2015 08:54:52,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,15848,Subscriber,1989.0,1
1343,8/21/2015 08:48:11,8/21/2015 09:10:34,301,E 2 St & Avenue B,40.72217444,-73.98368779,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,16330,Subscriber,1956.0,1
416,8/21/2015 08:54:30,8/21/2015 09:01:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,335,Washington Pl & Broadway,40.72903917,-73.99404649,21202,Subscriber,1988.0,1
989,8/21/2015 09:07:02,8/21/2015 09:23:32,301,E 2 St & Avenue B,40.72217444,-73.98368779,505,6 Ave & W 33 St,40.74901271,-73.98848395,17382,Subscriber,1972.0,1
993,8/21/2015 09:12:23,8/21/2015 09:28:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,376,John St & William St,40.70862144,-74.00722156,18704,Subscriber,1990.0,1
1030,8/21/2015 09:13:44,8/21/2015 09:30:54,301,E 2 St & Avenue B,40.72217444,-73.98368779,330,Reade St & Broadway,40.71450451,-74.00562789,16067,Subscriber,1992.0,2
505,8/21/2015 09:19:20,8/21/2015 09:27:45,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,21273,Subscriber,1990.0,2
614,8/21/2015 09:19:56,8/21/2015 09:30:11,301,E 2 St & Avenue B,40.72217444,-73.98368779,348,W Broadway & Spring St,40.72490985,-74.00154702,19128,Subscriber,1990.0,1
722,8/21/2015 09:22:25,8/21/2015 09:34:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,325,E 19 St & 3 Ave,40.73624527,-73.98473765,17085,Subscriber,1986.0,1
608,8/21/2015 09:29:06,8/21/2015 09:39:15,301,E 2 St & Avenue B,40.72217444,-73.98368779,297,E 15 St & 3 Ave,40.734232,-73.986923,17358,Customer,,0
848,8/21/2015 09:29:30,8/21/2015 09:43:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,402,Broadway & E 22 St,40.740343200000005,-73.98955109,15990,Subscriber,1986.0,2
1237,8/21/2015 09:30:19,8/21/2015 09:50:56,301,E 2 St & Avenue B,40.72217444,-73.98368779,526,E 33 St & 5 Ave,40.74765947,-73.98490707,19649,Subscriber,1990.0,2
1073,8/21/2015 09:30:56,8/21/2015 09:48:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,402,Broadway & E 22 St,40.740343200000005,-73.98955109,21095,Customer,,0
1215,8/21/2015 09:31:18,8/21/2015 09:51:34,301,E 2 St & Avenue B,40.72217444,-73.98368779,521,8 Ave & W 31 St,40.750967348715974,-73.99444207549095,18563,Subscriber,1990.0,1
432,8/21/2015 09:31:49,8/21/2015 09:39:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,17945,Subscriber,1975.0,1
444,8/21/2015 09:37:43,8/21/2015 09:45:07,301,E 2 St & Avenue B,40.72217444,-73.98368779,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,20315,Subscriber,1986.0,1
788,8/21/2015 09:39:31,8/21/2015 09:52:39,301,E 2 St & Avenue B,40.72217444,-73.98368779,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,18692,Subscriber,1990.0,1
480,8/21/2015 09:46:19,8/21/2015 09:54:20,301,E 2 St & Avenue B,40.72217444,-73.98368779,475,E 16 St & Irving Pl,40.73524276,-73.98758561,19116,Subscriber,1976.0,1
738,8/21/2015 10:25:41,8/21/2015 10:37:59,301,E 2 St & Avenue B,40.72217444,-73.98368779,503,E 20 St & Park Ave,40.73827428,-73.98751968,23764,Subscriber,1988.0,1
1220,8/21/2015 11:13:17,8/21/2015 11:33:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,2008,Little West St & 1 Pl,40.70569254,-74.01677685,23436,Subscriber,1992.0,1
945,8/21/2015 11:34:16,8/21/2015 11:50:01,301,E 2 St & Avenue B,40.72217444,-73.98368779,435,W 21 St & 6 Ave,40.74173969,-73.99415556,18433,Subscriber,1954.0,1
604,8/21/2015 12:08:12,8/21/2015 12:18:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,151,Cleveland Pl & Spring St,40.7218158,-73.99720307,19765,Subscriber,1988.0,1
248,8/21/2015 12:14:55,8/21/2015 12:19:04,301,E 2 St & Avenue B,40.72217444,-73.98368779,326,E 11 St & 1 Ave,40.72953837,-73.98426726,22617,Subscriber,1985.0,1
213,8/21/2015 12:17:38,8/21/2015 12:21:12,301,E 2 St & Avenue B,40.72217444,-73.98368779,411,E 6 St & Avenue D,40.72228087,-73.97668709,19759,Subscriber,1974.0,2
479,8/21/2015 12:23:49,8/21/2015 12:31:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,375,Mercer St & Bleecker St,40.72679454,-73.99695094,20952,Subscriber,1982.0,1
689,8/21/2015 12:36:10,8/21/2015 12:47:39,301,E 2 St & Avenue B,40.72217444,-73.98368779,296,Division St & Bowery,40.71413089,-73.99704679999999,22358,Subscriber,1958.0,2
481,8/21/2015 12:39:17,8/21/2015 12:47:19,301,E 2 St & Avenue B,40.72217444,-73.98368779,375,Mercer St & Bleecker St,40.72679454,-73.99695094,21388,Subscriber,1957.0,1
477,8/21/2015 12:56:02,8/21/2015 13:03:59,301,E 2 St & Avenue B,40.72217444,-73.98368779,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,24248,Subscriber,1984.0,1
538,8/21/2015 12:57:49,8/21/2015 13:06:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,128,MacDougal St & Prince St,40.72710258,-74.00297088,14659,Subscriber,1971.0,1
1637,8/21/2015 13:02:23,8/21/2015 13:29:41,301,E 2 St & Avenue B,40.72217444,-73.98368779,523,W 38 St & 8 Ave,40.75466591,-73.99138152,22650,Customer,,0
233,8/21/2015 13:04:56,8/21/2015 13:08:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,428,E 3 St & 1 Ave,40.72467721,-73.98783413,22587,Subscriber,1980.0,1
744,8/21/2015 13:12:08,8/21/2015 13:24:32,301,E 2 St & Avenue B,40.72217444,-73.98368779,79,Franklin St & W Broadway,40.71911552,-74.00666661,23151,Subscriber,1983.0,1
606,8/21/2015 13:14:39,8/21/2015 13:24:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,382,University Pl & E 14 St,40.73492695,-73.99200509,22560,Subscriber,1981.0,2
1213,8/21/2015 13:20:13,8/21/2015 13:40:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,403,E 2 St & 2 Ave,40.72502876,-73.99069656,20008,Subscriber,1968.0,1
376,8/21/2015 13:29:35,8/21/2015 13:35:51,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,21468,Subscriber,1984.0,1
1667,8/21/2015 13:31:37,8/21/2015 13:59:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,309,Murray St & West St,40.7149787,-74.013012,24271,Subscriber,1981.0,2
456,8/21/2015 13:31:58,8/21/2015 13:39:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,14916,Subscriber,1994.0,2
347,8/21/2015 13:39:14,8/21/2015 13:45:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,17896,Subscriber,1986.0,1
317,8/21/2015 13:40:26,8/21/2015 13:45:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,326,E 11 St & 1 Ave,40.72953837,-73.98426726,19425,Subscriber,1985.0,1
404,8/21/2015 13:51:46,8/21/2015 13:58:31,301,E 2 St & Avenue B,40.72217444,-73.98368779,237,E 11 St & 2 Ave,40.73047309,-73.98672378,19725,Subscriber,1991.0,1
1057,8/21/2015 13:59:49,8/21/2015 14:17:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,22020,Subscriber,1979.0,1
605,8/21/2015 14:01:42,8/21/2015 14:11:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,428,E 3 St & 1 Ave,40.72467721,-73.98783413,22645,Subscriber,1962.0,1
137,8/21/2015 14:04:45,8/21/2015 14:07:03,301,E 2 St & Avenue B,40.72217444,-73.98368779,410,Suffolk St & Stanton St,40.72066442,-73.98517977,24215,Subscriber,1985.0,1
743,8/21/2015 14:09:16,8/21/2015 14:21:40,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,19291,Subscriber,1964.0,1
595,8/21/2015 14:43:20,8/21/2015 14:53:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,297,E 15 St & 3 Ave,40.734232,-73.986923,23072,Subscriber,1956.0,2
532,8/21/2015 14:55:33,8/21/2015 15:04:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,502,Henry St & Grand St,40.714215,-73.981346,18800,Subscriber,1976.0,1
1153,8/21/2015 14:55:39,8/21/2015 15:14:53,301,E 2 St & Avenue B,40.72217444,-73.98368779,302,Avenue D & E 3 St,40.72082834,-73.97793172,23188,Subscriber,1988.0,2
433,8/21/2015 15:10:23,8/21/2015 15:17:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,22885,Subscriber,1960.0,1
488,8/21/2015 15:15:19,8/21/2015 15:23:28,301,E 2 St & Avenue B,40.72217444,-73.98368779,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,22922,Subscriber,1985.0,1
802,8/21/2015 15:35:57,8/21/2015 15:49:19,301,E 2 St & Avenue B,40.72217444,-73.98368779,475,E 16 St & Irving Pl,40.73524276,-73.98758561,14645,Subscriber,1983.0,1
621,8/21/2015 15:36:46,8/21/2015 15:47:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,294,Washington Square E,40.73049393,-73.99572140000001,19482,Subscriber,1981.0,1
531,8/21/2015 15:43:26,8/21/2015 15:52:18,301,E 2 St & Avenue B,40.72217444,-73.98368779,361,Allen St & Hester St,40.71605866,-73.99190759,22663,Subscriber,1969.0,1
439,8/21/2015 15:46:41,8/21/2015 15:54:00,301,E 2 St & Avenue B,40.72217444,-73.98368779,251,Mott St & Prince St,40.72317958,-73.99480012,19830,Subscriber,1988.0,1
431,8/21/2015 15:47:22,8/21/2015 15:54:34,301,E 2 St & Avenue B,40.72217444,-73.98368779,229,Great Jones St,40.72743423,-73.99379025,14934,Subscriber,1994.0,2
243,8/21/2015 15:57:09,8/21/2015 16:01:12,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,23257,Customer,,0
401,8/21/2015 16:04:24,8/21/2015 16:11:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,326,E 11 St & 1 Ave,40.72953837,-73.98426726,17597,Customer,,0
1761,8/21/2015 16:06:50,8/21/2015 16:36:12,301,E 2 St & Avenue B,40.72217444,-73.98368779,3117,Franklin St & Dupont St,40.735640000000004,-73.95866,22356,Subscriber,1971.0,1
234,8/21/2015 16:27:18,8/21/2015 16:31:13,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,22322,Subscriber,1953.0,1
517,8/21/2015 16:37:13,8/21/2015 16:45:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,22719,Subscriber,1967.0,1
438,8/21/2015 16:47:37,8/21/2015 16:54:55,301,E 2 St & Avenue B,40.72217444,-73.98368779,293,Lafayette St & E 8 St,40.73028666,-73.9907647,23576,Customer,,0
622,8/21/2015 16:50:54,8/21/2015 17:01:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,504,1 Ave & E 15 St,40.73221853,-73.98165557,17545,Subscriber,1995.0,1
259,8/21/2015 16:55:46,8/21/2015 17:00:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,341,Stanton St & Mangin St,40.71782143,-73.97628939,17314,Subscriber,1985.0,1
2717,8/21/2015 16:58:07,8/21/2015 17:43:24,301,E 2 St & Avenue B,40.72217444,-73.98368779,334,W 20 St & 7 Ave,40.74238787,-73.99726235,19636,Subscriber,1965.0,2
414,8/21/2015 17:06:05,8/21/2015 17:12:59,301,E 2 St & Avenue B,40.72217444,-73.98368779,301,E 2 St & Avenue B,40.72217444,-73.98368779,23073,Subscriber,1991.0,1
386,8/21/2015 17:09:23,8/21/2015 17:15:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,16611,Subscriber,1950.0,1
213,8/21/2015 17:18:02,8/21/2015 17:21:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,341,Stanton St & Mangin St,40.71782143,-73.97628939,24241,Subscriber,1989.0,1
168,8/21/2015 17:31:01,8/21/2015 17:33:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,393,E 5 St & Avenue C,40.72299208,-73.97995466,22710,Subscriber,1987.0,1
879,8/21/2015 17:32:48,8/21/2015 17:47:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,167,E 39 St & 3 Ave,40.7489006,-73.97604882,22596,Subscriber,1986.0,1
560,8/21/2015 17:35:26,8/21/2015 17:44:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,294,Washington Square E,40.73049393,-73.99572140000001,22442,Subscriber,1941.0,1
2010,8/21/2015 17:51:54,8/21/2015 18:25:25,301,E 2 St & Avenue B,40.72217444,-73.98368779,471,Grand St & Havemeyer St,40.71286844,-73.95698119,22162,Customer,,0
604,8/21/2015 17:56:12,8/21/2015 18:06:16,301,E 2 St & Avenue B,40.72217444,-73.98368779,401,Allen St & Rivington St,40.72019576,-73.98997825,16562,Customer,,0
661,8/21/2015 17:56:53,8/21/2015 18:07:55,301,E 2 St & Avenue B,40.72217444,-73.98368779,401,Allen St & Rivington St,40.72019576,-73.98997825,17611,Customer,,0
384,8/21/2015 18:03:18,8/21/2015 18:09:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,22469,Subscriber,1991.0,1
2382,8/21/2015 18:12:18,8/21/2015 18:52:00,301,E 2 St & Avenue B,40.72217444,-73.98368779,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,22070,Subscriber,1974.0,1
1259,8/21/2015 18:12:24,8/21/2015 18:33:23,301,E 2 St & Avenue B,40.72217444,-73.98368779,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,23088,Subscriber,1990.0,1
560,8/21/2015 18:19:57,8/21/2015 18:29:18,301,E 2 St & Avenue B,40.72217444,-73.98368779,237,E 11 St & 2 Ave,40.73047309,-73.98672378,19396,Subscriber,1981.0,2
100,8/21/2015 18:23:54,8/21/2015 18:25:35,301,E 2 St & Avenue B,40.72217444,-73.98368779,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,16133,Subscriber,1981.0,1
1670,8/21/2015 18:30:37,8/21/2015 18:58:27,301,E 2 St & Avenue B,40.72217444,-73.98368779,401,Allen St & Rivington St,40.72019576,-73.98997825,15921,Subscriber,1962.0,1
776,8/21/2015 18:52:26,8/21/2015 19:05:23,301,E 2 St & Avenue B,40.72217444,-73.98368779,128,MacDougal St & Prince St,40.72710258,-74.00297088,21998,Subscriber,1990.0,2
756,8/21/2015 18:52:47,8/21/2015 19:05:23,301,E 2 St & Avenue B,40.72217444,-73.98368779,128,MacDougal St & Prince St,40.72710258,-74.00297088,22759,Subscriber,1989.0,1
151,8/21/2015 18:57:31,8/21/2015 19:00:03,301,E 2 St & Avenue B,40.72217444,-73.98368779,432,E 7 St & Avenue A,40.72621788,-73.98379855,22184,Subscriber,1967.0,1
1046,8/21/2015 19:01:26,8/21/2015 19:18:52,301,E 2 St & Avenue B,40.72217444,-73.98368779,311,Norfolk St & Broome St,40.7172274,-73.98802084,15424,Subscriber,1978.0,2
1583,8/21/2015 19:01:54,8/21/2015 19:28:17,301,E 2 St & Avenue B,40.72217444,-73.98368779,153,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,23392,Subscriber,1986.0,1
783,8/21/2015 19:06:56,8/21/2015 19:20:00,301,E 2 St & Avenue B,40.72217444,-73.98368779,358,Christopher St & Greenwich St,40.73291553,-74.00711384,19811,Subscriber,1979.0,1
1022,8/21/2015 19:13:36,8/21/2015 19:30:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,17314,Customer,,0
213,8/21/2015 19:25:04,8/21/2015 19:28:38,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,23528,Subscriber,1986.0,1
330,8/21/2015 19:28:18,8/21/2015 19:33:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,531,Forsyth St & Broome St,40.71893904,-73.99266288,21376,Subscriber,1992.0,1
302,8/21/2015 19:30:08,8/21/2015 19:35:10,301,E 2 St & Avenue B,40.72217444,-73.98368779,266,Avenue D & E 8 St,40.72368361,-73.97574813,20511,Subscriber,1990.0,2
269,8/21/2015 19:30:51,8/21/2015 19:35:21,301,E 2 St & Avenue B,40.72217444,-73.98368779,411,E 6 St & Avenue D,40.72228087,-73.97668709,19640,Subscriber,1983.0,1
696,8/21/2015 19:33:37,8/21/2015 19:45:14,301,E 2 St & Avenue B,40.72217444,-73.98368779,285,Broadway & E 14 St,40.73454567,-73.99074142,23735,Subscriber,1978.0,1
682,8/21/2015 19:33:47,8/21/2015 19:45:10,301,E 2 St & Avenue B,40.72217444,-73.98368779,301,E 2 St & Avenue B,40.72217444,-73.98368779,16677,Subscriber,1990.0,1
538,8/21/2015 19:35:09,8/21/2015 19:44:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,22724,Subscriber,1977.0,2
413,8/21/2015 19:41:56,8/21/2015 19:48:50,301,E 2 St & Avenue B,40.72217444,-73.98368779,502,Henry St & Grand St,40.714215,-73.981346,18173,Subscriber,1970.0,2
1229,8/21/2015 19:46:29,8/21/2015 20:06:59,301,E 2 St & Avenue B,40.72217444,-73.98368779,540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,16815,Subscriber,1959.0,1
528,8/21/2015 19:47:55,8/21/2015 19:56:43,301,E 2 St & Avenue B,40.72217444,-73.98368779,307,Canal St & Rutgers St,40.71427487,-73.98990025,22440,Subscriber,1958.0,2
405,8/21/2015 19:49:21,8/21/2015 19:56:07,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,17902,Subscriber,1951.0,2
239,8/21/2015 19:49:49,8/21/2015 19:53:49,301,E 2 St & Avenue B,40.72217444,-73.98368779,511,E 14 St & Avenue B,40.72938685,-73.97772429,23738,Subscriber,1991.0,1
962,8/21/2015 19:53:04,8/21/2015 20:09:06,301,E 2 St & Avenue B,40.72217444,-73.98368779,383,Greenwich Ave & Charles St,40.735238,-74.000271,16176,Customer,,0
1426,8/21/2015 19:54:04,8/21/2015 20:17:51,301,E 2 St & Avenue B,40.72217444,-73.98368779,388,W 26 St & 10 Ave,40.749717753,-74.002950346,17724,Subscriber,1984.0,1
297,8/21/2015 20:03:05,8/21/2015 20:08:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,251,Mott St & Prince St,40.72317958,-73.99480012,23749,Subscriber,1989.0,1
1125,8/21/2015 20:04:22,8/21/2015 20:23:08,301,E 2 St & Avenue B,40.72217444,-73.98368779,301,E 2 St & Avenue B,40.72217444,-73.98368779,16677,Subscriber,1958.0,1
465,8/21/2015 20:06:16,8/21/2015 20:14:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,20559,Subscriber,1984.0,2
440,8/21/2015 20:06:52,8/21/2015 20:14:12,301,E 2 St & Avenue B,40.72217444,-73.98368779,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,21654,Subscriber,1980.0,1
262,8/21/2015 20:18:17,8/21/2015 20:22:39,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,20589,Subscriber,1977.0,1
257,8/21/2015 20:35:14,8/21/2015 20:39:32,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,22319,Subscriber,1981.0,1
285,8/21/2015 20:41:01,8/21/2015 20:45:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,22162,Subscriber,1977.0,2
282,8/21/2015 20:41:04,8/21/2015 20:45:47,301,E 2 St & Avenue B,40.72217444,-73.98368779,433,E 13 St & Avenue A,40.72955361,-73.98057249,23154,Subscriber,1975.0,1
977,8/21/2015 21:03:09,8/21/2015 21:19:26,301,E 2 St & Avenue B,40.72217444,-73.98368779,408,Market St & Cherry St,40.71076228,-73.99400398,22036,Subscriber,1992.0,2
2158,8/21/2015 21:05:43,8/21/2015 21:41:42,301,E 2 St & Avenue B,40.72217444,-73.98368779,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,22741,Subscriber,1976.0,1
493,8/21/2015 21:10:45,8/21/2015 21:18:59,301,E 2 St & Avenue B,40.72217444,-73.98368779,296,Division St & Bowery,40.71413089,-73.99704679999999,20557,Subscriber,1993.0,1
918,8/21/2015 21:34:05,8/21/2015 21:49:24,301,E 2 St & Avenue B,40.72217444,-73.98368779,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,23165,Subscriber,1968.0,1
535,8/21/2015 22:09:07,8/21/2015 22:18:02,301,E 2 St & Avenue B,40.72217444,-73.98368779,445,E 10 St & Avenue A,40.72740794,-73.98142006,23579,Subscriber,1952.0,1
808,8/21/2015 22:26:03,8/21/2015 22:39:32,301,E 2 St & Avenue B,40.72217444,-73.98368779,487,E 20 St & FDR Drive,40.73314259,-73.97573881,19568,Customer,,0
261,8/21/2015 22:41:43,8/21/2015 22:46:05,301,E 2 St & Avenue B,40.72217444,-73.98368779,326,E 11 St & 1 Ave,40.72953837,-73.98426726,21976,Subscriber,1990.0,1
213,8/21/2015 23:24:15,8/21/2015 23:27:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,445,E 10 St & Avenue A,40.72740794,-73.98142006,22708,Subscriber,1986.0,1
194,8/21/2015 23:29:32,8/21/2015 23:32:46,301,E 2 St & Avenue B,40.72217444,-73.98368779,311,Norfolk St & Broome St,40.7172274,-73.98802084,23518,Subscriber,1988.0,1
213,8/21/2015 23:31:04,8/21/2015 23:34:37,301,E 2 St & Avenue B,40.72217444,-73.98368779,428,E 3 St & 1 Ave,40.72467721,-73.98783413,23073,Subscriber,1989.0,1
1771,8/21/2015 23:32:17,8/22/2015 00:01:48,301,E 2 St & Avenue B,40.72217444,-73.98368779,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,22827,Subscriber,1981.0,1
